"vendor","isbn","class","title"
"open-library",9780199285006,,"Sociology"
"nielsen",9781118093733,,"Project Management: A Managerial Approach"
"worldcat",9781118093733,,"Project management : a managerial approach."
"nielsen",9780333945728,,"Introductory Sociology"
"worldcat",9780333945728,,"Introductory sociology"
"outpan",9780333945728,,"Introductory sociology"
"nielsen",9781405158244,,"Project Management in Construction"
"worldcat",9781405158244,,"Project management in construction"
"outpan",9781405158244,,"Project Management in Construction"
"open-library",9781405158244,,"Project Management in Construction"
"nielsen",9780385407083,1,"Detective"
"worldcat",9780385407083,1,"Detective"
"outpan",9780385407083,1,"Detective"
"open-library",385407084,0,"Detective."
"nielsen",9780958273312,,"Project Management Planning and Control Techniques"
"worldcat",9780958273312,,"Project management : planning and control techniques"
"outpan",9780958273312,,"Project Management"
"open-library",9780958273312,,"Project Management (Knowledge Zone)"
"nielsen",9781412954969,,"Cartographies of Knowledge: Exploring Qualitative Epistemologies"
"worldcat",9781412954969,,"Cartographies of knowledge : exploring qualitative epistemologies"
"outpan",9781412954969,,"Cartographies of Knowledge: Exploring Qualitative Epistemologies"
"nielsen",9780717803026,,"The German Ideology"
"worldcat",9780717803026,,"The German ideology"
"outpan",9780717803026,,"German Ideology, Vol. 3"
"open-library",717803023,,"The German ideology"
"nielsen",9781412954969,,"Cartographies of Knowledge: Exploring Qualitative Epistemologies"
"worldcat",9781412954969,,"Cartographies of knowledge : exploring qualitative epistemologies"
"outpan",9781412954969,,"Cartographies of Knowledge: Exploring Qualitative Epistemologies"
"nielsen",9780415681087,,"Sociology, Work and Organisation"
"worldcat",9780415681087,,"Sociology, work and organisation"
"outpan",9780415681087,,"Sociology, Work and Organisation"
"open-library",9780415681087,,"Sociology, work and organisation"
"nielsen",9780708882788,1,"Tool of the Trade"
"worldcat",9780708882788,0,"Tool of the trade."
"open-library",708882781,0,"Tool of the trade."
"nielsen",9781847428370,,"The Well-Being of Children in the UK"
"worldcat",9781847428370,,"The well-being of children in the UK"
"open-library",9781847428370,,"The Well-being of children in the UK"
"nielsen",9780745631257,,"Urban Outcasts: A Comparative Sociology of Advanced Marginality"
"worldcat",9780745631257,,"Urban outcasts : a comparative sociology of advanced marginality"
"outpan",9780745631257,,"Urban outcasts"
"open-library",9780745631257,,"Urban Outcasts"
"nielsen",9780199609703,,"Global Marketing Management"
"worldcat",9780199609703,,"Global marketing management : changes, new challenges, and strategies"
"outpan",9780199609703,,"Global Marketing Management"
"open-library",9780199609703,,"Global marketing management"
"nielsen",9781847428370,,"The Well-Being of Children in the UK"
"worldcat",9781847428370,,"The well-being of children in the UK"
"open-library",9781847428370,,"The Well-being of children in the UK"
"nielsen",9780450510717,,"The Long Habit of Living"
"worldcat",9780450510717,,"The long habit of living"
"outpan",9780450510717,,"The Long Habit of Living"
"open-library",450510719,0,"The long habit of living."
"nielsen",9781554810482,0,"The Broadview Anthology of British Literature, Concise Edition: v. A"
"worldcat",9781554810482,0,"The Broadview anthology of British literature"
"outpan",9781554810482,1,"The Broadview Anthology of British Literature"
"worldcat",9780230543034,0,"The law and social work : contemporary issues for practice."
"nielsen",9780230543034,2,"The Law and Social Work: Contemporary Issues for Practice"
"outpan",9780230543034,2,"The Law and Social Work: Contemporary Issues for Practice"
"nielsen",9781847428370,,"The Well-Being of Children in the UK"
"worldcat",9781847428370,,"The well-being of children in the UK"
"open-library",9781847428370,,"The Well-being of children in the UK"
"nielsen",9780323089449,,"Essentials of Kinesiology for the Physical Therapist Assistant"
"worldcat",9780323089449,,"Essentials of kinesiology for the physical therapist assistant"
"outpan",9780323089449,,"Essentials of Kinesiology for the Physical Therapist Assistant"
"nielsen",9781855212404,,"A Philosophy of Intellectual Property"
"worldcat",9781855212404,,"A philosophy of intellectual property"
"outpan",9781855212404,,"Philosophy of Intellectual Property"
"open-library",1855212404,,"A philosophy of intellectual property"
"nielsen",9780671721770,,"Bedlam Boyz"
"worldcat",9780671721770,,"Bedlam Boyz"
"outpan",9780671721770,,"Bedlam Boyz"
"open-library",9780671721770,,"Bedlam Boyz"
"nielsen",9780273711261,,"Tourism: Principles and Practice"
"worldcat",9780273711261,,"Tourism : principles and practice"
"outpan",9780273711261,,"Tourism: Principles and Practice"
"open-library",9780273711261,,"Tourism"
"nielsen",9781884834851,,"Theories of Childhood: An Introduction to Dewey, Montessori, Erickson, Piaget and Vygotsky"
"worldcat",9781884834851,,"Theories of childhood : an introduction to Dewey, Montessori, Erickson, Piaget and Vygotsky"
"outpan",9781884834851,,"Theories of Childhood: An Introduction to Dewey, Montessori, Erikson, Piaget, and Vygotsky"
"open-library","188483485X",,"Theories of childhood"
"nielsen",9780385515047,,"The Appeal"
"worldcat",9780385515047,,"The appeal"
"outpan",9780385515047,,"The Appeal"
"open-library",9780385515047,,"The Appeal"
"nielsen",9780521822039,,"Rising Tide: Gender Equality and Cultural Change Around the World"
"worldcat",9780521822039,,"Rising tide : gender equality and cultural change around the world"
"outpan",9780521822039,,"Rising Tide: Gender Equality and Cultural Change Around the World"
"open-library",9780521822039,,"Rising Tide"
"nielsen",9780064671064,,"Introduction to Sociology"
"worldcat",9780064671064,,"Introduction to sociology"
"outpan",9780064671064,,"Introduction to sociology"
"open-library",64671062,,"Introduction to sociology"
"nielsen",9781904677024,,"The Assessment Handbook: The Complete Guide to the Successful Use of Assessment in Your School"
"worldcat",9781904677024,,"The assessment handbook"
"open-library",1904677029,,"The assessment handbook"
"nielsen",9780335237784,,"An Introduction to Applying Social Work Theories and Methods"
"worldcat",9780335237784,,"An introduction to applying social work theories and methods"
"outpan",9780335237784,,"An Introduction to Applying Social Work Theories and Methods"
"nielsen",9780335212989,,"Assessment for Learning: Putting it into Practice"
"worldcat",9780335212989,,"Assessment for learning : putting it into practice"
"outpan",9780335212989,,"Assessment for learning"
"open-library",335212980,,"Assessment for learning"
"nielsen",9780273688013,,"The Business of Tourism Management"
"worldcat",9780273688013,,"The business of tourism management"
"outpan",9780273688013,,"Business of Tourism Management"
"open-library",9780273688013,,"The Business of Tourism Management"
"nielsen",9780340974452,,"Active Learning Through Formative Assessment"
"worldcat",9780340974452,,"Active learning through formative assessment"
"outpan",9780340974452,,"Active Learning Through Formative Assessment"
"nielsen",9781849205719,,"Marketing: An Introduction"
"worldcat",9781849205719,,"Marketing : an introduction"
"outpan",9781849205719,,"Marketing: An Introduction"
"nielsen",9780007288441,,"Sociology A2 for AQA"
"worldcat",9780007288441,,"Collins A2 sociology"
"outpan",9780007288441,,"Sociology A2 for AQA (Collins A Level Sociology)"
"nielsen",9780340872581,,"Enriching Feedback in the Primary Classroom: Oral and Written Feedback from Teachers and Children"
"worldcat",9780340872581,,"Enriching feedback in the primary classroom : oral and written feedback from teachers and children"
"outpan",9780340872581,,"Enriching Feedback in the Primary Classroom"
"open-library",9780340872581,,"Enriching Feedback in the Primary Classroom"
"nielsen",9780414022942,,"Effective Legal Research"
"worldcat",9780414022942,,"Effective legal research"
"nielsen",9780414041844,,"Successful Legal Writing"
"worldcat",9780414041844,,"Successful legal writing"
"nielsen",9780745638409,,"Social Theory: A Historical Introduction"
"worldcat",9780745638409,,"Social theory : a historical introduction"
"outpan",9780745638409,,"Social Theory : A Historical Introduction"
"open-library",9780745638409,,"Social Theory"
"nielsen",9780415249577,,"Assessment and Learning in the Primary School"
"worldcat",9780415249577,,"Assessment and learning in the primary school"
"open-library",415249570,,"Assessment and learning in the primary school"
"outpan",9780415249577,,"Assessment and Learning in the Primary School"
"nielsen",9780273753360,1,"Marketing Management"
"worldcat",9780273753360,0,"Marketing management."
"nielsen",9780226774985,,"Pockets of Crime: Broken Windows, Collective Efficacy and the Criminal Point of View"
"worldcat",9780226774985,,"Pockets of crime : broken windows, collective efficacy, and the criminal point of view"
"outpan",9780226774985,,"Pockets of Crime : Broken Windows, Collective Efficacy, and the Criminal Point of View"
"open-library",9780226774985,,"Pockets of Crime"
"nielsen",9781473916128,,"Primary Assessment Now: The Why, What and How of Formative and Summative Assessment Without Levels"
"worldcat",9781844451432,,"Assessment for learning and teaching in primary schools"
"open-library",9781844451432,,"Assessment for learning and teaching in primary schools"
"outpan",9781844451432,,"Assessment for Learning and Teaching in Primary Schools"
"nielsen",9780857023834,,"Assessment and Learning"
"worldcat",9781412910514,,"Assessment and learning"
"outpan",9781412910514,,"Assessment for Learning : Theory, Policy and Practice"
"open-library",9781412910514,,"Assessment and Learning"
"nielsen",9780007245956,,"Sociology Themes and Perspectives"
"worldcat",9780007245956,,"Sociology : themes and perspectives"
"outpan",9780007245956,,"Sociology Themes and Perspectives"
"nielsen",9780761910619,,"Companion Animals in Human Health"
"worldcat",9780761910619,,"Companion animals in human health"
"outpan",9780761910619,,"Companion Animals in Human Health"
"open-library",761910611,,"Companion animals in human health"
"nielsen",9780226775005,,"Pockets of Crime: Broken Windows, Collective Efficacy, and the Criminal Point of View"
"worldcat",9780226775005,,"Pockets of crime broken windows, collective efficacy, and the criminal point of view"
"nielsen",9780857023834,,"Assessment and Learning"
"worldcat",9780857023834,,"Assessment and learning"
"outpan",9780857023834,,"Assessment and Learning"
"nielsen",9781853028236,,"The Essential Groupworker: Teaching and Learning Creative Groupwork"
"worldcat",9781853028236,,"The essential groupworker : teaching and learning creative groupwork"
"outpan",9781853028236,,"Essential Groupworker"
"open-library",9781853028236,,"The Essential Groupworker"
"nielsen",9780415235914,,"Assessment: What's in it for Schools?"
"worldcat",9780415235914,,"Assessment : what's in it for schools?"
"outpan",9780415235914,,"Assessment"
"open-library","041523591X",,"Assessment"
"nielsen",9780749472832,,"The Business Plan Workbook: A Practical Guide to New Venture Creation and Development"
"worldcat",9780749464615,,"The business plan workbook"
"outpan",9780749464615,,"The Business Plan Workbook: The Definitive Guide to Researching, Writing up and Presenting a Winning Plan"
"open-library",9780749464615,,"The business plan workbook"
"nielsen",9781906610654,0,"Assessment &amp; Learning Pocketbook"
"worldcat",9781903776759,0,"Assessment & learning pocketbook"
"outpan",9781903776759,,"The Assessment and Learning Pocketbook (Teachers' Pocketbooks)"
"nielsen",9781883620141,,"Ethics in Emergency Medicine"
"worldcat",9781883620141,,"Ethics in emergency medicine"
"outpan",9781883620141,,"Ethics in Emergency Medicine"
"open-library",1883620147,,"Ethics in emergency medicine"
"nielsen",9780226774985,,"Pockets of Crime: Broken Windows, Collective Efficacy and the Criminal Point of View"
"outpan",9780226774985,,"Pockets of Crime : Broken Windows, Collective Efficacy, and the Criminal Point of View"
"worldcat",9780226774985,,"Pockets of crime : broken windows, collective efficacy, and the criminal point of view"
"open-library",9780226774985,,"Pockets of Crime"
"worldcat",9780226774985,,"Pockets of crime : broken windows, collective efficacy, and the criminal point of view"
"outpan",9780226774985,,"Pockets of Crime : Broken Windows, Collective Efficacy, and the Criminal Point of View"
"nielsen",9780226774985,,"Pockets of Crime: Broken Windows, Collective Efficacy and the Criminal Point of View"
"open-library",9780226774985,1,"Pockets of Crime"
"nielsen",9780335213795,,"Making Formative Assessment Work: Effective Practice in the Primary Classroom"
"worldcat",9780335213795,,"Making formative assessment work : effective practice in the primary classroom"
"outpan",9780335213795,,"Making Formative Assessment Work : Effective Practice in the Primary Classroom"
"open-library",9780335213795,1,"Making Formative Assessment Work"
"nielsen",9781879557178,1,"Man and His Symbols Audio Scholar Series"
"worldcat",9781879557178,0,"Man and his symbols"
"outpan",9781879557178,1,"Man and His Symbols Audio Scholar Series"
"open-library",9781879557178,1,"Man and His Symbols"
"nielsen",9780800615376,2,"Texts of Terror: Literary Feminist Readings of Biblical Narratives"
"worldcat",9780800615376,0,"Texts of terror : literary-feminist readings of Biblical narratives"
"outpan",9780800615376,2,"Texts of Terror: Literary-Feminist Readings of Biblical Narratives, Vol. 13"
"open-library",800615379,0,"Texts of terror"
"nielsen",9780902130890,1,"International Marketing Strategy"
"worldcat",9780902130890,0,"International marketing strategy."
"open-library",9780902130890,0,"International Marketing Strategy (CIM Companions S.)"
"nielsen",9780521669467,,"The Cambridge Illustrated History of Archaeology"
"worldcat",9780521669467,,"The Cambridge illustrated history of archaeology"
"outpan",9780521669467,,"The Cambridge Illustrated History of Archaeology"
"open-library",9780521669467,,"The Cambridge Illustrated History of Archaeology"
"nielsen",9780199685677,0,"Steiner &amp; Woods EU Law"
"worldcat",9780199685677,0,"Steiner & woods eu law."
"outpan",9780199685677,0,"Steiner & Woods EU Law"
"nielsen",9780140211191,,"The Architects of the Parthenon"
"worldcat",9780140211191,,"The architects of the Parthenon"
"outpan",9780140211191,,"Architects of the Parthenon"
"open-library",140211195,,"The architects of the Parthenon."
"nielsen",9780761944218,,"Practitioner Research for Teachers"
"worldcat",9780761944218,,"Practitioner research for teachers"
"outpan",9780761944218,,"Practitioner Research for Teachers"
"open-library",9780761944218,,"Practitioner Research for Teachers"
"nielsen",9780415695985,,"European Union Law"
"worldcat",9780415695985,,"European Union law"
"outpan",9780415695985,,"European Union Law"
"nielsen",9781849205207,,"Doing Your Early Years Research Project: A Step by Step Guide"
"worldcat",9781412901123,,"Doing your early years research project : a step-by-step guide"
"outpan",9781412901123,,"Doing Your Early Years Research Project: A Step-by-Step Guide"
"open-library",9781412901123,,"Doing Your Early Years Research Project"
"nielsen",9780857259516,2,"Primary English: Teaching Theory and Practice"
"worldcat",9780857259516,0,"Primary English: Teaching Theory and Practice."
"outpan",9780857259516,1,"Primary English"
"nielsen",9780521250092,,"Forgotten Children: Parent-Child Relations from 1500 to 1900"
"worldcat",9780521250092,,"Forgotten children : parent-child relations from 1500 to 1900"
"outpan",9780521250092,,"Forgotten children"
"open-library",521250099,,"Forgotten children"
"nielsen",9780312985028,,"Without a Trace: Inside the Robert Durst Case"
"worldcat",9780312985028,,"Without a trace"
"open-library",312985029,,"Without a trace"
"outpan",9780312985028,,"Without a Trace"
"nielsen",9780394564753,,"On Record #"
"worldcat",9780394564753,,"On record : rock, pop, and the written word"
"outpan",9780394564753,,"On record"
"open-library",394564758,,"On record"
"nielsen",9781853963957,,"Effective School Leadership: Responding to Change"
"worldcat",9781853963957,,"Effective school leadership : responding to change"
"outpan",9781853963957,,"Effective School Leadership : Responding to Change"
"open-library","185396395X",,"Effective school leadership"
"nielsen",9780394564753,,"On Record #"
"worldcat",9780394564753,,"On record : rock, pop, and the written word"
"outpan",9780394564753,,"On record"
"open-library",394564758,,"On record"
"nielsen",9781856693530,,"A World History of Architecture"
"worldcat",9781856693530,,"A world history of architecture"
"outpan",9781856693530,,"A World History of Architecture"
"open-library",1856693538,,"A world history of architecture"
"nielsen",9781405114905,,"How to do a Research Project: A Guide for Undergraduate Students"
"worldcat",9781405114905,,"How to do a research project : a guide for undergraduate students"
"open-library",9781405114905,,"How to Do a Research Project"
"outpan",9781405114905,,"How to Do a Research Project: A Guide for Undergraduate Students"
"nielsen",9780803620704,,"Conceptual Foundations of Occupational Therapy Practice"
"worldcat",9780803620704,,"Conceptual foundations of occupational therapy practice"
"outpan",9780803620704,,"Conceptual Foundations of Occupational Therapy Practice"
"open-library",9780803620704,,"Conceptual foundations of occupational therapy practice"
"nielsen",9780340907825,,"Formative Assessment in Action: Weaving the Elements Together"
"outpan",9780340907825,,"Formative Assessment in Action: Weaving the Elements Together"
"open-library",9780340907825,,"Formative Assessment in Action"
"worldcat",9780340907825,,"Formative assessment in action : weaving the elements together"
"nielsen",9780213000547,1,"Greek Architecture"
"outpan",9780213000547,1,"Greek Architecture"
"open-library",213000547,0,"Greek architecture."
"worldcat",9780213000547,0,"Greek architecture."
"nielsen",9780857029126,,"Introduction to Education Studies"
"worldcat",9780857029126,,"Introduction to Education Studies"
"outpan",9780857029126,,"Introduction to Education Studies"
"nielsen",9781907720635,,"The Euro In Danger"
"outpan",9781907720635,,"The Euro in Danger"
"nielsen",9780415276412,,"Hearing the Voices of Children: Social Policy for a New Century"
"worldcat",9780415276412,,"Hearing the voices of children : social policy for a new century"
"outpan",9780415276412,,"Hearing the Voices of Children"
"open-library",415276411,,"Hearing the voices of children"
"nielsen",9780143034667,,"Ghost Wars: The Secret History of the CIA, Afghanistan, and Bin Laden, from the Soviet Invas Ion to September 10, 2001"
"worldcat",9780143034667,,"Ghost wars : the secret history of the CIA, Afghanistan, and bin Laden, from the Soviet invasion to September 10, 2001"
"open-library",143034669,,"Ghost wars"
"outpan",9780143034667,,"Ghost Wars: The Secret History of the CIA, Afghanistan, and bin Laden, from the Soviet Invasion to September 10, 2001"
"nielsen",9780736079662,,"Biomechanics of Sport and Exercise"
"worldcat",9780736079662,,"Biomechanics of sport and exercise"
"outpan",9780736079662,,"Biomechanics of Sport and Exercise with Web Resource and Maxtraq 2D Software Access-3rd Edition"
"nielsen",9780029109755,,"The End of History and the Last Man"
"worldcat",9780029109755,,"The end of history and the last man"
"outpan",9780029109755,,"The end of history and the last man"
"open-library",29109752,,"The end of history and the last man"
"nielsen",9781446267332,,"Skills for Social Work Practice"
"worldcat",9781446267332,,"Skills for social work practice"
"outpan",9781446267332,,"Skills for Social Work Practice"
"nielsen",9781578862016,1,"Policy-Making for Education Reform in Developing Countries: Contexts and Processes"
"worldcat",9781578862016,0,"Policy-making for education reform in developing countries."
"outpan",9781578862016,1,"Policy-Making for Education Reform in Developing Countries Contexts and Processes"
"open-library",9781578862016,1,"Policy-making for Education Reform in Developing Countries"
"nielsen",9780883772478,,"An Innovative Approach Language Teaching"
"worldcat",9780883772478,,"Innovative approaches to language teaching"
"outpan",9780883772478,,"Innovative Approaches to Language Teaching"
"open-library",883772477,,"Innovative approaches to language teaching"
"nielsen",9780521078368,1,"Karl Marx's Critique Hegel"
"worldcat",9780521078368,0,"Critique of Hegel's 'Philosophy of right'."
"outpan",9780521078368,0,"Critique of Hegel's \Philosophy of Right\"" - Karl Marx - Hardcover"""
"open-library",521078369,0,"Critique of Hegel's 'Philosophy of right'."
"nielsen",9780521152365,,"International Human Rights Law and Practice"
"worldcat",9780521152365,,"International human rights law and practice"
"outpan",9780521152365,,"International Human Rights Law and Practice"
"nielsen",9780776603568,,"From Old English to Standard English"
"worldcat",9780776603568,,"From Old English to Standard English : a course book in language variation across time"
"outpan",9780776603568,,"From Old English to Standard English: A Course Book in Language Variation Across Time"
"open-library",776603566,,"From Old English to Standard English"
"nielsen",9780333735152,,"A Short History of the Liberal Party, 1900-97"
"worldcat",9780333735152,,"A short history of the Liberal Party, 1900-1997"
"open-library",9780333735152,,"A Short History of the Liberal Party, 1900-97"
"nielsen",9780749746254,1,"Blazing Star"
"worldcat",9780749746254,0,"Blazing star"
"open-library",9780749746254,1,"Blazing Star"
"outpan",9780749746254,1,"Blazing Star"
"nielsen",9780415447973,1,"European Union Law"
"worldcat",9780415447973,0,"European Union law"
"outpan",9780415447973,1,"European Union Law"
"open-library",9780415447973,1,"European Union Law"
"nielsen",9781604068108,1,"Hearing Aids"
"worldcat",9781604068108,0,"Hearing aids"
"open-library",9781604068108,0,"Hearing aids"
"outpan",9781604068108,1,"Hearing Aids"
"nielsen",9780415396370,,"Education and the Family: Passing Success Across the Generations"
"worldcat",9780415396370,,"Education and the family : passing success across the generations"
"outpan",9780415396370,,"Education and the Family: Passing Success Across the Generations"
"open-library",9780415396370,,"Education and the Family"
"worldcat",9780231504720,0,"Girls feminine adolescence in popular culture & cultural theory"
"nielsen",9780231504720,0,"Girls: Feminine Adolescence in Popular Culture &amp; Cultural Theory"
"outpan",9780231504720,1,"Girls"
"nielsen",9780415040518,1,"The Rise of the Labour Party, 1893-1931"
"worldcat",9780415040518,0,"The rise of the Labour Party, 1893-1931"
"outpan",9780415040518,1,"The Rise of the Labour Party, 1893-1931"
"open-library",415040515,0,"The rise of the Labour Party, 1893-1931"
"nielsen",9780582353275,1,"The Decline of the Liberal Party, 1910-31"
"worldcat",9780582353275,1,"The Decline of the Liberal Party 1910-1931"
"open-library",582353270,0,"The decline of the Liberal Party, 1910-1931"
"outpan",9780582353275,1,"The Decline of the Liberal Party, 1910-1931"
"nielsen",9783035107043,1,"Hybrid Identities"
"nielsen",9781444156676,0,"Early Years for Levels 4 &amp; 5 and the Foundation Degree"
"worldcat",9781444156676,0,"Early years for Level 4 & 5 and the Foundation Degree"
"nielsen",9781405362979,1,"RHS What Plant When"
"worldcat",9781405362979,0,"What plant when"
"nielsen",9781444178821,1,"Working with Families in Children's Centres and Early Years Settings"
"worldcat",9781444178821,0,"Working with families in children's centres and early years settings"
"nielsen",9781412945806,2,"Racisms: An Introduction"
"worldcat",9781412945806,,"Racisms : an introduction"
"open-library",9781412945806,1,"Racisms"
"outpan",9781412945806,,"Racism: An Introduction"
"nielsen",9780273742975,,"Principles of Marketing"
"worldcat",9780273742975,,"Principles of marketing"
"nielsen",9781118276334,1,"Research for Evidence-Based Practice in Healthcare"
"worldcat",9781118276334,1,"Research for Evidence-Based Practice in Healthcare"
"nielsen",9789186523275,2,"Scandalous: The Mediated Construction of Political Scandals in Four Nordic Countries"
"worldcat",9789186523275,0,"Scandalous! : the mediated construction of political scandals in four Nordic countries"
"outpan",9789186523275,1,"Scandalous!"
"nielsen",9780670033454,2,"Leonardo Da Vinci: Flights of the Mind"
"worldcat",9780670033454,0,"Leonardo da Vinci : the flights of the mind"
"outpan",9780670033454,0,"Leonardo da Vinci"
"open-library",670033456,0,"Leonardo da Vinci"
"nielsen",9781408140512,1,"Working with Parents"
"worldcat",9781408140512,0,"Working with parents"
"nielsen",9780028656724,,"International Encyclopedia of Marriage and the Family"
"worldcat",9780028656724,,"International encyclopedia of marriage and family"
"outpan",9780028656724,,"International Encyclopedia of Marriage and Family"
"open-library",28656725,,"International encyclopedia of marriage and family"
"nielsen",9780853453406,,"Labor and Monopoly Capital: The Degradation of Work in the Twentieth Century"
"worldcat",9780853453406,,"Labor and monopoly capital : the degradation of work in the twentieth century"
"open-library",853453403,,"Labor and monopoly capital"
"outpan",9780853453406,,"Labor and monopoly capital"
"nielsen",9781901698725,2,"Ending Child Poverty by 2020: The First Five Years"
"worldcat",9781901698725,0,"Ending child poverty by 2020 : the first five years"
"outpan",9781901698725,2,"Ending Child Poverty by 2020: The First Five Years"
"open-library",9781901698725,1,"Ending Child Poverty by 2020"
"nielsen",9780815174707,0,"Study Guide to Accompany Whaley &amp; Wong's Essentials of Pediatric Nursing"
"worldcat",9780815174707,0,"Study guide Whaley & Wong's Essentials of pediatric nursing, fifth edition"
"outpan",9780815174707,0,"Whaley & Wong's Essentials of Pediatric Nursing"
"open-library",9780815174707,0,"Study Guide to Whaley & Wong's Essentials of Pediatric Nursing"
"nielsen",9781405130134,,"The Research Process in Nursing"
"worldcat",9780632051588,,"The research process in nursing"
"outpan",9780632051588,,"The research process in nursing"
"open-library",632051582,,"The research process in nursing"
"nielsen",9780801654220,,"Essentials of Pediatric Nursing"
"worldcat",9780801654220,,"Essentials of pediatric nursing"
"open-library","080165422X",,"Essentials of pediatric nursing"
"outpan",9780801654220,,"Essentials of Pediatric Nursing"
